candidate,season,competition,teams,ranking_score,pairwise_accuracy,top_quartile_precision,rank_percentile_mae,zero_exposure_teams,zero_exposure_rank_mae,zero_exposure_mean_overrank,zero_exposure_extreme_overrank_count,raw_score_spearman
c0p5_e0p75_x0,2018/19,UEL,213,0.464101399423079,0.6607422661951023,0.5740740740740741,0.2343450373603121,30,0.218075117370892,0.1560250391236307,4,0.3983467307048803
c0p5_e0p75_x0,2019/20,UCL,79,0.44872966399294706,0.6567505720823799,0.5,0.24483255888479405,3,0.2679324894514768,0.02742616033755273,0,0.4341874459140429
c0p5_e0p75_x0,2019/20,UEL,213,0.4142463701700689,0.6397801412101171,0.42592592592592593,0.2537415415812559,25,0.2535211267605634,0.18957746478873239,6,0.36647477459937855
c0p5_e0p75_x0,2020/21,UCL,79,0.44951493109267054,0.6565656565656566,0.55,0.23890402179137957,1,0.07594936708860761,0.07594936708860761,0,0.4718689342507128
c0p5_e0p75_x0,2020/21,UEL,213,0.4277809978927793,0.6531905399375278,0.5740740740740741,0.24388899909629927,34,0.20905827119580225,0.1343551505109086,5,0.42486918696819453
c0p5_e0p75_x0,2021/22,UCL,80,0.4678743705961336,0.6592569069545887,0.5,0.240625,0,0.0,0.0,0,0.456411000010834
c0p5_e0p75_x0,2021/22,UEL,58,0.4742290245762311,0.6636363636363637,0.4,0.23781212841854937,1,0.08620689655172412,0.0,0,0.39378221222270715
c0p5_e0p75_x0,2021/22,UECL,181,0.4282813247318579,0.6507394059898098,0.5652173913043478,0.24852721223405877,31,0.2478167884512565,0.16574585635359115,4,0.35534974420328447
c0p5_e0p75_x0,2022/23,UCL,78,0.3742134649249436,0.6314907872696818,0.55,0.24950690335305714,2,0.05448717948717949,0.04487179487179488,0,0.35934894256476074
c0p5_e0p75_x0,2022/23,UEL,57,0.4339005025775818,0.6461731493099122,0.4,0.23699599876885197,5,0.22280701754385962,0.12456140350877191,0,0.3559737546982147
c0p5_e0p75_x0,2022/23,UECL,177,0.445515815608299,0.655479674796748,0.4666666666666667,0.2407673401640652,19,0.22494796312815946,0.14035087719298245,3,0.34510956537959897
c0p5_e0p75_x0,2023/24,UCL,78,0.4432065358038049,0.659325992659326,0.5,0.22649572649572647,2,0.10897435897435898,0.10897435897435898,0,0.4307987000081598
c0p5_e0p75_x0,2023/24,UEL,57,0.7125401129201716,0.754242614707731,0.4666666666666667,0.17174515235457066,3,0.2573099415204678,0.023391812865497075,0,0.66644851023963
c0p5_e0p75_x0,2023/24,UECL,178,0.44509989612718864,0.6559748023397828,0.5777777777777777,0.24091023860623653,23,0.2892037127503664,0.18172936003908155,4,0.3502162507537031
c0p5_e0p75_x0,2024/25,UCL,81,0.543006049830007,0.6931184128952262,0.47619047619047616,0.2174973327236702,6,0.1810699588477366,0.09465020576131687,1,0.47102824332822424
c0p5_e0p75_x0,2024/25,UEL,76,0.5286625614086156,0.6865724381625442,0.631578947368421,0.2193559556786704,9,0.2353801169590643,0.14546783625730994,1,0.4414386443961296
c0p5_e0p75_x0,2024/25,UECL,164,0.425616924440859,0.6523289333940222,0.4878048780487805,0.2372843545508626,31,0.24685287175452403,0.19099134539732499,7,0.36294339832960587
c0p5_e0p75_x0,2025/26,UCL,82,0.4825228966061094,0.6747572815533981,0.42857142857142855,0.2345330160618679,1,0.03658536585365854,0.03658536585365854,0,0.4303149747588453
c0p5_e0p75_x0,2025/26,UEL,77,0.40144862817091376,0.6327509421034601,0.55,0.24810254680384553,6,0.19913419913419914,0.10173160173160174,1,0.4300506417158352
c0p5_e0p75_x0,2025/26,UECL,164,0.4284730869502619,0.6476421164181364,0.4634146341463415,0.24486912552052348,23,0.23780487804878053,0.15045068928950162,3,0.328474240593087
c0p5_e0p75_x0p333333,2018/19,UCL,79,0.5462404696667646,0.6972777959986881,0.6,0.21150456657586925,1,0.6582278481012658,0.0,0,0.5491406913585659
c0p5_e0p75_x0p333333,2018/19,UEL,213,0.4639939599180607,0.6606527286564893,0.5740740740740741,0.2343450373603121,30,0.21760563380281686,0.15586854460093896,4,0.3976315117141233
c0p5_e0p75_x0p333333,2019/20,UCL,79,0.4509453123610077,0.6583850931677019,0.5,0.24387117449126738,3,0.2679324894514768,0.02742616033755273,0,0.4359989221741713
c0p5_e0p75_x0p333333,2019/20,UEL,213,0.41419296461856725,0.6396907677182948,0.42592592592592593,0.2539839978840177,25,0.25333333333333335,0.18967136150234742,6,0.36634989599571705
c0p5_e0p75_x0p333333,2020/21,UCL,79,0.45063479281815794,0.6555881394591072,0.55,0.2382630988623618,1,0.07594936708860761,0.07594936708860761,0,0.4701665577828046
c0p5_e0p75_x0p333333,2020/21,UEL,213,0.42776112611520195,0.6535029004908522,0.5740740740740741,0.24410941391699179,34,0.20933443800055232,0.13407898370615853,5,0.4249265932682691
c0p5_e0p75_x0p333333,2021/22,UCL,80,0.46869487380140795,0.6592569069545887,0.5,0.24125000000000002,0,0.0,0.0,0,0.4570017774261944
c0p5_e0p75_x0p333333,2021/22,UEL,58,0.47638237380562504,0.6642424242424242,0.4,0.23781212841854937,1,0.08620689655172412,0.0,0,0.39574598008228373
c0p5_e0p75_x0p333333,2021/22,UECL,181,0.4283137123968776,0.650677271032683,0.5652173913043478,0.24852721223405877,31,0.24817323115309217,0.16574585635359115,4,0.3554430274577371
c0p5_e0p75_x0p333333,2022/23,UCL,78,0.37358106984446077,0.6311557788944724,0.55,0.24983563445101908,2,0.05448717948717949,0.04487179487179488,0,0.3585825222407921
c0p5_e0p75_x0p333333,2022/23,UEL,57,0.4331874900994889,0.6474278544542033,0.4,0.23699599876885197,5,0.22280701754385962,0.12456140350877191,0,0.3572797209632728
c0p5_e0p75_x0p333333,2022/23,UECL,177,0.4454562830330105,0.655479674796748,0.4666666666666667,0.2407673401640652,19,0.22494796312815946,0.14035087719298245,3,0.3450777460123633
c0p5_e0p75_x0p333333,2023/24,UCL,78,0.44075319977087946,0.6586586586586587,0.5,0.22649572649572652,2,0.10897435897435898,0.10897435897435898,0,0.4285923536065075
c0p5_e0p75_x0p333333,2023/24,UEL,57,0.713933818563165,0.7548711502199874,0.4666666666666667,0.17051400430901817,3,0.2573099415204678,0.023391812865497075,0,0.6690015765820833
c0p5_e0p75_x0p333333,2023/24,UECL,178,0.4440144034278145,0.6556534036125217,0.5777777777777777,0.24128897866431007,23,0.2892037127503664,0.18172936003908155,4,0.34911423309822337
c0p5_e0p75_x0p333333,2024/25,UCL,81,0.5405667913081852,0.6918784872907625,0.5238095238095238,0.2174973327236702,6,0.17695473251028804,0.0905349794238683,1,0.4692889152105137
c0p5_e0p75_x0p333333,2024/25,UEL,76,0.5289770461725407,0.6869257950530036,0.631578947368421,0.2193559556786704,9,0.23391812865497075,0.14400584795321636,1,0.4415354177671726
c0p5_e0p75_x0p333333,2024/25,UECL,164,0.4247868241294145,0.6521013503262024,0.4878048780487805,0.23728435455086258,31,0.2466561762391818,0.19079464988198272,7,0.3621717697209062
c0p5_e0p75_x0p333333,2025/26,UCL,82,0.48173912075095354,0.6747572815533981,0.42857142857142855,0.2339381320642475,1,0.03658536585365854,0.03658536585365854,0,0.4297671796436903
c0p5_e0p75_x0p333333,2025/26,UEL,77,0.39818855875847764,0.6327509421034601,0.55,0.24827120931017033,6,0.19913419913419914,0.10173160173160174,1,0.42601191916314807
c0p5_e0p75_x0p333333,2025/26,UECL,164,0.42743218561741253,0.6473393384300962,0.4634146341463415,0.2452409280190363,23,0.23753976670201488,0.15018557794273593,3,0.3278558603110504
c0p5_e0p75_x0p666667,2018/19,UCL,79,0.5485416855633167,0.6979337487700885,0.6,0.21086364364685148,1,0.6582278481012658,0.0,0,0.5521441397207234
c0p5_e0p75_x0p666667,2018/19,UEL,213,0.4635505390707596,0.6603393472713435,0.5740740740740741,0.23436707884238137,30,0.21791862284820027,0.15649452269170577,4,0.39708076158379596
c0p5_e0p75_x0p666667,2019/20,UCL,79,0.45034879164652986,0.6574043805165086,0.5,0.2441916359557763,3,0.2679324894514768,0.02742616033755273,0,0.43592498436763544
c0p5_e0p75_x0p666667,2019/20,UEL,213,0.41469721238390805,0.6399588881937617,0.42592592592592593,0.25376358306332514,25,0.2531455399061033,0.18929577464788733,6,0.36658208234423334
c0p5_e0p75_x0p666667,2020/21,UCL,79,0.44749431102276926,0.6542847833170414,0.55,0.23922448325588846,1,0.07594936708860761,0.07594936708860761,0,0.46774346718979654
c0p5_e0p75_x0p666667,2020/21,UEL,213,0.4271780136419179,0.6530566711289603,0.5740740740740741,0.24428574577354584,34,0.20961060480530241,0.1343551505109086,5,0.42414354553466865
c0p5_e0p75_x0p666667,2021/22,UCL,80,0.46923406162201675,0.6589393458240711,0.5,0.2421875,0,0.0,0.0,0,0.4576280014864764
c0p5_e0p75_x0p666667,2021/22,UEL,58,0.47453664589471584,0.6630303030303031,0.4,0.23781212841854937,1,0.08620689655172412,0.0,0,0.39471733977488643
c0p5_e0p75_x0p666667,2021/22,UECL,181,0.4286163346419057,0.6508636759040636,0.5652173913043478,0.24846616403650681,31,0.24817323115309217,0.16574585635359115,4,0.3559340459069985
c0p5_e0p75_x0p666667,2022/23,UCL,78,0.3739731547943601,0.6311557788944724,0.5,0.2501643655489809,2,0.05448717948717949,0.04487179487179488,0,0.358837995682115
c0p5_e0p75_x0p666667,2022/23,UEL,57,0.4256036301052289,0.6424090338770388,0.4,0.24068944290550937,5,0.22280701754385962,0.12456140350877191,0,0.34905213349340675
c0p5_e0p75_x0p666667,2022/23,UECL,177,0.4445308220898888,0.6550894308943089,0.4666666666666667,0.24108653324395926,19,0.22524531668153433,0.14035087719298245,3,0.34421533143832017
c0p5_e0p75_x0p666667,2023/24,UCL,78,0.4372755327138975,0.6576576576576577,0.5,0.2268244575936884,2,0.10897435897435898,0.10897435897435898,0,0.4254677589914508
c0p5_e0p75_x0p666667,2023/24,UEL,57,0.7115353483868508,0.7536140791954745,0.4666666666666667,0.17051400430901817,3,0.2573099415204678,0.023391812865497075,0,0.6671031426351308
c0p5_e0p75_x0p666667,2023/24,UECL,178,0.4434109971919859,0.6555248441216173,0.5777777777777777,0.24122585532129784,23,0.289447972642892,0.18197361993160718,4,0.3485200924640069
c0p5_e0p75_x0p666667,2024/25,UCL,81,0.5413121203009641,0.6915685058896466,0.5238095238095238,0.21749733272367014,6,0.17695473251028804,0.0905349794238683,1,0.46922070626472107
c0p5_e0p75_x0p666667,2024/25,UEL,76,0.5262697425526641,0.6865724381625442,0.631578947368421,0.22004847645429368,9,0.23391812865497075,0.14400584795321636,1,0.43877046430880223
c0p5_e0p75_x0p666667,2024/25,UECL,164,0.42529304923737743,0.652177211348809,0.5121951219512195,0.23728435455086258,31,0.2466561762391818,0.19079464988198272,7,0.36286457605237304
c0p5_e0p75_x0p666667,2025/26,UCL,82,0.48426462072867804,0.6753640776699029,0.42857142857142855,0.23334324806662698,1,0.03658536585365854,0.03658536585365854,0,0.4321226986388568
c0p5_e0p75_x0p666667,2025/26,UEL,77,0.39569092493443386,0.631723192874272,0.55,0.24928318434811936,6,0.19913419913419914,0.10173160173160174,1,0.42339941216537025
c0p5_e0p75_x0p666667,2025/26,UECL,164,0.4273246938457849,0.6474150329271062,0.4634146341463415,0.24538964901844135,23,0.2378048780487805,0.1504506892895016,3,0.32788202785082476
c0p5_e0p75_x1,2018/19,UCL,79,0.5490530668736616,0.6982617251557888,0.6,0.2105431821823426,1,0.6582278481012658,0.0,0,0.5531493754990782
c0p5_e0p75_x1,2018/19,UEL,213,0.463390311369634,0.6603841160406501,0.5740740740740741,0.23458749366307388,30,0.2183881064162754,0.1569640062597809,5,0.3966327257226257
c0p5_e0p75_x1,2019/20,UCL,79,0.4529783523470854,0.6600196142530239,0.5,0.2438711744912674,3,0.2679324894514768,0.02742616033755273,0,0.43852513056414627
c0p5_e0p75_x1,2019/20,UEL,213,0.4153952105221383,0.6404951291446956,0.42592592592592593,0.2535872512067711,25,0.25333333333333335,0.1894835680751174,6,0.3671569004394791
c0p5_e0p75_x1,2020/21,UCL,79,0.4481151039358112,0.6546106223525578,0.55,0.2385835603268707,1,0.07594936708860761,0.07594936708860761,0,0.4686505728989739
c0p5_e0p75_x1,2020/21,UEL,213,0.42665575848746423,0.6529674252565819,0.5740740740740741,0.2444179946659614,34,0.20947252140292738,0.13407898370615853,5,0.42390876021751
c0p5_e0p75_x1,2021/22,UCL,80,0.4681674074551601,0.6592569069545887,0.5,0.24312500000000004,0,0.0,0.0,0,0.45698996187788715
c0p5_e0p75_x1,2021/22,UEL,58,0.4716450055009584,0.6618181818181819,0.4,0.23840665873959574,1,0.08620689655172412,0.0,0,0.39100800048457524
c0p5_e0p75_x1,2021/22,UECL,181,0.428968550498995,0.6511122157325712,0.5652173913043478,0.2484051158389548,31,0.24817323115309212,0.1653894136517555,4,0.35640661272351104
c0p5_e0p75_x1,2022/23,UCL,78,0.3739731547943601,0.6311557788944724,0.5,0.24950690335305714,2,0.05448717948717949,0.04487179487179488,0,0.3590423744351733
c0p5_e0p75_x1,2022/23,UEL,57,0.4257980880537996,0.64366373902133,0.4,0.24192059095106183,5,0.2192982456140351,0.12105263157894737,0,0.3502601522885854
c0p5_e0p75_x1,2022/23,UECL,177,0.4444236634543695,0.6550894308943089,0.4666666666666667,0.24111845255194866,19,0.22494796312815935,0.14005352363960746,3,0.3441242622148525
c0p5_e0p75_x1,2023/24,UCL,78,0.43845161648225867,0.6579913246579914,0.5,0.22649572649572655,2,0.10897435897435898,0.10897435897435898,0,0.42627122617817964
c0p5_e0p75_x1,2023/24,UEL,57,0.7084886430277488,0.7536140791954745,0.4666666666666667,0.17051400430901817,3,0.2573099415204678,0.023391812865497075,0,0.664124565235602
c0p5_e0p75_x1,2023/24,UECL,178,0.4429810569463514,0.6553320048852607,0.5777777777777777,0.24135210200732232,23,0.289447972642892,0.18197361993160718,4,0.3481998388009173
c0p5_e0p75_x1,2024/25,UCL,81,0.5363319674855778,0.689398636081835,0.5238095238095238,0.21902149062642895,6,0.17695473251028804,0.0905349794238683,1,0.46433239848292024
c0p5_e0p75_x1,2024/25,UEL,76,0.5236991714388419,0.684452296819788,0.631578947368421,0.2207409972299169,9,0.23391812865497075,0.14400584795321636,1,0.4368764711898185
c0p5_e0p75_x1,2024/25,UECL,164,0.4256087595197628,0.652177211348809,0.5121951219512195,0.23713563355145748,31,0.24645948072383952,0.19059795436664043,7,0.3632490075097539
c0p5_e0p75_x1,2025/26,UCL,82,0.4856362284752009,0.6750606796116505,0.42857142857142855,0.2339381320642475,1,0.03658536585365854,0.03658536585365854,0,0.43316350935765124
c0p5_e0p75_x1,2025/26,UEL,77,0.39328530919864424,0.6310380267214799,0.55,0.24928318434811947,6,0.19913419913419914,0.10173160173160174,1,0.422373070130529
c0p5_e0p75_x1,2025/26,UECL,164,0.4264103334592819,0.6471122549390659,0.4634146341463415,0.24583581201665672,23,0.2378048780487805,0.15018557794273593,3,0.32758867595756463
c0p5_e1_x0,2018/19,UCL,79,0.5456925611199664,0.6976057723843884,0.6,0.21182502804037814,1,0.6582278481012658,0.0,0,0.5476205787181269
c0p5_e1_x0,2018/19,UEL,213,0.464101399423079,0.6607422661951023,0.5740740740740741,0.2343450373603121,30,0.218075117370892,0.1560250391236307,4,0.3983467307048803
c0p5_e1_x0,2019/20,UCL,79,0.44872966399294706,0.6567505720823799,0.5,0.24483255888479405,3,0.2679324894514768,0.02742616033755273,0,0.4341874459140429
c0p5_e1_x0,2019/20,UEL,213,0.4142463701700689,0.6397801412101171,0.42592592592592593,0.2537415415812559,25,0.2535211267605634,0.18957746478873239,6,0.36647477459937855
c0p5_e1_x0,2020/21,UCL,79,0.4492471380713583,0.6565656565656566,0.55,0.23890402179137957,1,0.07594936708860761,0.07594936708860761,0,0.47139674223771644
c0p5_e1_x0,2020/21,UEL,213,0.4277809978927793,0.6531905399375278,0.5740740740740741,0.24388899909629927,34,0.20905827119580225,0.1343551505109086,5,0.42486918696819453
c0p5_e1_x0,2021/22,UCL,80,0.46801502828846636,0.6595744680851063,0.5,0.240625,0,0.0,0.0,0,0.4566000487837493
c0p5_e1_x0,2021/22,UEL,58,0.4742290245762311,0.6636363636363637,0.4,0.23781212841854937,1,0.08620689655172412,0.0,0,0.39378221222270715
c0p5_e1_x0,2021/22,UECL,181,0.4282813247318579,0.6507394059898098,0.5652173913043478,0.24852721223405877,31,0.2478167884512565,0.16574585635359115,4,0.35534974420328447
c0p5_e1_x0,2022/23,UCL,78,0.3742134649249436,0.6314907872696818,0.55,0.24950690335305714,2,0.05448717948717949,0.04487179487179488,0,0.35934894256476074
c0p5_e1_x0,2022/23,UEL,57,0.4339005025775818,0.6461731493099122,0.4,0.23699599876885197,5,0.22280701754385962,0.12456140350877191,0,0.3559737546982147
c0p5_e1_x0,2022/23,UECL,177,0.445515815608299,0.655479674796748,0.4666666666666667,0.2407673401640652,19,0.22494796312815946,0.14035087719298245,3,0.34510956537959897
c0p5_e1_x0,2023/24,UCL,78,0.4432065358038049,0.659325992659326,0.5,0.22649572649572647,2,0.10897435897435898,0.10897435897435898,0,0.4307987000081598
c0p5_e1_x0,2023/24,UEL,57,0.7125401129201716,0.754242614707731,0.4666666666666667,0.17174515235457066,3,0.2573099415204678,0.023391812865497075,0,0.66644851023963
c0p5_e1_x0,2023/24,UECL,178,0.44509989612718864,0.6559748023397828,0.5777777777777777,0.24091023860623653,23,0.2892037127503664,0.18172936003908155,4,0.3502162507537031
c0p5_e1_x0,2024/25,UCL,81,0.5430512212841148,0.6934283942963422,0.47619047619047616,0.21719250114311842,6,0.1810699588477366,0.09465020576131687,1,0.4711873975350735
c0p5_e1_x0,2024/25,UEL,76,0.5286625614086156,0.6865724381625442,0.631578947368421,0.2193559556786704,9,0.2353801169590643,0.14546783625730994,1,0.4414386443961296
c0p5_e1_x0,2024/25,UECL,164,0.425616924440859,0.6523289333940222,0.4878048780487805,0.2372843545508626,31,0.24685287175452403,0.19099134539732499,7,0.36294339832960587
c0p5_e1_x0,2025/26,UCL,82,0.4825228966061094,0.6747572815533981,0.42857142857142855,0.2345330160618679,1,0.03658536585365854,0.03658536585365854,0,0.4303149747588453
c0p5_e1_x0,2025/26,UEL,77,0.40144862817091376,0.6327509421034601,0.55,0.24810254680384553,6,0.19913419913419914,0.10173160173160174,1,0.4300506417158352
c0p5_e1_x0,2025/26,UECL,164,0.4284730869502619,0.6476421164181364,0.4634146341463415,0.24486912552052348,23,0.23780487804878053,0.15045068928950162,3,0.328474240593087
c0p5_e1_x0p333333,2018/19,UCL,79,0.5461187122119207,0.6969498196129879,0.6,0.21182502804037814,1,0.6582278481012658,0.0,0,0.5488342170358967
c0p5_e1_x0p333333,2018/19,UEL,213,0.4639939599180607,0.6606527286564893,0.5740740740740741,0.2343450373603121,30,0.21760563380281686,0.15586854460093896,4,0.3976315117141233
c0p5_e1_x0p333333,2019/20,UCL,79,0.4509940079295366,0.6580581889506375,0.5,0.24387117449126738,3,0.2679324894514768,0.02742616033755273,0,0.4361960896582669
c0p5_e1_x0p333333,2019/20,UEL,213,0.41419296461856725,0.6396907677182948,0.42592592592592593,0.2539839978840177,25,0.25333333333333335,0.18967136150234742,6,0.36634989599571705
c0p5_e1_x0p333333,2020/21,UCL,79,0.45063479281815794,0.6555881394591072,0.55,0.2382630988623618,1,0.07594936708860761,0.07594936708860761,0,0.4701665577828046
c0p5_e1_x0p333333,2020/21,UEL,213,0.42776112611520195,0.6535029004908522,0.5740740740740741,0.24410941391699179,34,0.20933443800055232,0.13407898370615853,5,0.4249265932682691
c0p5_e1_x0p333333,2021/22,UCL,80,0.4695622629041265,0.6595744680851063,0.5,0.24093749999999997,0,0.0,0.0,0,0.457887943549235
c0p5_e1_x0p333333,2021/22,UEL,58,0.47638237380562504,0.6642424242424242,0.4,0.23781212841854937,1,0.08620689655172412,0.0,0,0.39574598008228373
c0p5_e1_x0p333333,2021/22,UECL,181,0.4283137123968776,0.650677271032683,0.5652173913043478,0.24852721223405877,31,0.24817323115309217,0.16574585635359115,4,0.3554430274577371
c0p5_e1_x0p333333,2022/23,UCL,78,0.37332811181226755,0.630820770519263,0.55,0.2501643655489809,2,0.05448717948717949,0.04487179487179488,0,0.35814821739054326
c0p5_e1_x0p333333,2022/23,UEL,57,0.4331874900994889,0.6474278544542033,0.4,0.23699599876885197,5,0.22280701754385962,0.12456140350877191,0,0.3572797209632728
c0p5_e1_x0p333333,2022/23,UECL,177,0.4454562830330105,0.655479674796748,0.4666666666666667,0.2407673401640652,19,0.22494796312815946,0.14035087719298245,3,0.3450777460123633
c0p5_e1_x0p333333,2023/24,UCL,78,0.44075319977087946,0.6586586586586587,0.5,0.22649572649572652,2,0.10897435897435898,0.10897435897435898,0,0.4285923536065075
c0p5_e1_x0p333333,2023/24,UEL,57,0.713933818563165,0.7548711502199874,0.4666666666666667,0.17051400430901817,3,0.2573099415204678,0.023391812865497075,0,0.6690015765820833
c0p5_e1_x0p333333,2023/24,UECL,178,0.4440144034278145,0.6556534036125217,0.5777777777777777,0.24128897866431007,23,0.2892037127503664,0.18172936003908155,4,0.34911423309822337
c0p5_e1_x0p333333,2024/25,UCL,81,0.5405667913081852,0.6918784872907625,0.5238095238095238,0.2174973327236702,6,0.17695473251028804,0.0905349794238683,1,0.4692889152105137
c0p5_e1_x0p333333,2024/25,UEL,76,0.5289770461725407,0.6869257950530036,0.631578947368421,0.2193559556786704,9,0.23391812865497075,0.14400584795321636,1,0.4415354177671726
